task,classifier,train_fraction,seed,n_train,true_label,predicted_label,count
gender,random_forest,0.25,21,3499,male,male,946
gender,hist_gradient_boosting,0.25,21,3499,female,female,818
gender,hist_gradient_boosting,0.25,21,3499,female,male,919
gender,hist_gradient_boosting,0.25,21,3499,male,female,801
gender,hist_gradient_boosting,0.25,21,3499,male,male,961
gender,xgboost,0.25,21,3499,female,female,846
gender,xgboost,0.25,21,3499,female,male,891
gender,xgboost,0.25,21,3499,male,female,823
gender,xgboost,0.25,21,3499,male,male,939
gender,mlp,0.25,21,3499,female,female,881
gender,mlp,0.25,21,3499,female,male,856
gender,mlp,0.25,21,3499,male,female,900
gender,mlp,0.25,21,3499,male,male,862
gender,logistic_regression,0.25,34,3499,female,female,850
gender,logistic_regression,0.25,34,3499,female,male,887
gender,logistic_regression,0.25,34,3499,male,female,903
gender,logistic_regression,0.25,34,3499,male,male,859
gender,random_forest,0.25,34,3499,female,female,751
gender,random_forest,0.25,34,3499,female,male,986
gender,random_forest,0.25,34,3499,male,female,812
gender,random_forest,0.25,34,3499,male,male,950
gender,hist_gradient_boosting,0.25,34,3499,female,female,774
gender,hist_gradient_boosting,0.25,34,3499,female,male,963
gender,hist_gradient_boosting,0.25,34,3499,male,female,800
gender,hist_gradient_boosting,0.25,34,3499,male,male,962
gender,xgboost,0.25,34,3499,female,female,875
gender,xgboost,0.25,34,3499,female,male,862
gender,xgboost,0.25,34,3499,male,female,891
gender,xgboost,0.25,34,3499,male,male,871
gender,mlp,0.25,34,3499,female,female,841
gender,mlp,0.25,34,3499,female,male,896
gender,mlp,0.25,34,3499,male,female,893
gender,mlp,0.25,34,3499,male,male,869
gender,logistic_regression,0.25,55,3499,female,female,847
gender,logistic_regression,0.25,55,3499,female,male,890
gender,logistic_regression,0.25,55,3499,male,female,856
gender,logistic_regression,0.25,55,3499,male,male,906
gender,random_forest,0.25,55,3499,female,female,792
gender,random_forest,0.25,55,3499,female,male,945
gender,random_forest,0.25,55,3499,male,female,815
gender,random_forest,0.25,55,3499,male,male,947
gender,hist_gradient_boosting,0.25,55,3499,female,female,860
gender,hist_gradient_boosting,0.25,55,3499,female,male,877
gender,hist_gradient_boosting,0.25,55,3499,male,female,878
gender,hist_gradient_boosting,0.25,55,3499,male,male,884
gender,xgboost,0.25,55,3499,female,female,794
gender,xgboost,0.25,55,3499,female,male,943
gender,xgboost,0.25,55,3499,male,female,823
gender,xgboost,0.25,55,3499,male,male,939
gender,mlp,0.25,55,3499,female,female,924
gender,mlp,0.25,55,3499,female,male,813
gender,mlp,0.25,55,3499,male,female,899
gender,mlp,0.25,55,3499,male,male,863
gender,logistic_regression,0.25,89,3499,female,female,869
gender,logistic_regression,0.25,89,3499,female,male,868
gender,logistic_regression,0.25,89,3499,male,female,879
gender,logistic_regression,0.25,89,3499,male,male,883
gender,random_forest,0.25,89,3499,female,female,848
gender,random_forest,0.25,89,3499,female,male,889
gender,random_forest,0.25,89,3499,male,female,849
gender,random_forest,0.25,89,3499,male,male,913
gender,hist_gradient_boosting,0.25,89,3499,female,female,829
gender,hist_gradient_boosting,0.25,89,3499,female,male,908
gender,hist_gradient_boosting,0.25,89,3499,male,female,843
gender,hist_gradient_boosting,0.25,89,3499,male,male,919
gender,xgboost,0.25,89,3499,female,female,896
gender,xgboost,0.25,89,3499,female,male,841
gender,xgboost,0.25,89,3499,male,female,879
gender,xgboost,0.25,89,3499,male,male,883
gender,mlp,0.25,89,3499,female,female,868
gender,mlp,0.25,89,3499,female,male,869
gender,mlp,0.25,89,3499,male,female,862
gender,mlp,0.25,89,3499,male,male,900
gender,logistic_regression,0.5,13,6998,female,female,857
gender,logistic_regression,0.5,13,6998,female,male,880
gender,logistic_regression,0.5,13,6998,male,female,883
gender,logistic_regression,0.5,13,6998,male,male,879
gender,random_forest,0.5,13,6998,female,female,798
gender,random_forest,0.5,13,6998,female,male,939
gender,random_forest,0.5,13,6998,male,female,798
gender,random_forest,0.5,13,6998,male,male,964
gender,hist_gradient_boosting,0.5,13,6998,female,female,828
gender,hist_gradient_boosting,0.5,13,6998,female,male,909
gender,hist_gradient_boosting,0.5,13,6998,male,female,824
gender,hist_gradient_boosting,0.5,13,6998,male,male,938
gender,xgboost,0.5,13,6998,female,female,823
gender,xgboost,0.5,13,6998,female,male,914
gender,xgboost,0.5,13,6998,male,female,831
gender,xgboost,0.5,13,6998,male,male,931
gender,mlp,0.5,13,6998,female,female,805
gender,mlp,0.5,13,6998,female,male,932
gender,mlp,0.5,13,6998,male,female,868
gender,mlp,0.5,13,6998,male,male,894
gender,logistic_regression,0.5,21,6998,female,female,875
gender,logistic_regression,0.5,21,6998,female,male,862
gender,logistic_regression,0.5,21,6998,male,female,860
gender,logistic_regression,0.5,21,6998,male,male,902
gender,random_forest,0.5,21,6998,female,female,820
gender,random_forest,0.5,21,6998,female,male,917
gender,random_forest,0.5,21,6998,male,female,826
gender,random_forest,0.5,21,6998,male,male,936
gender,hist_gradient_boosting,0.5,21,6998,female,female,801
gender,hist_gradient_boosting,0.5,21,6998,female,male,936
gender,hist_gradient_boosting,0.5,21,6998,male,female,781
gender,hist_gradient_boosting,0.5,21,6998,male,male,981
gender,xgboost,0.5,21,6998,female,female,858
gender,xgboost,0.5,21,6998,female,male,879
gender,xgboost,0.5,21,6998,male,female,861
gender,xgboost,0.5,21,6998,male,male,901
gender,mlp,0.5,21,6998,female,female,992
gender,mlp,0.5,21,6998,female,male,745
gender,mlp,0.5,21,6998,male,female,974
gender,mlp,0.5,21,6998,male,male,788
gender,logistic_regression,0.5,34,6998,female,female,855
gender,logistic_regression,0.5,34,6998,female,male,882
gender,logistic_regression,0.5,34,6998,male,female,900
gender,logistic_regression,0.5,34,6998,male,male,862
gender,random_forest,0.5,34,6998,female,female,748
gender,random_forest,0.5,34,6998,female,male,989
gender,random_forest,0.5,34,6998,male,female,803
gender,random_forest,0.5,34,6998,male,male,959
gender,hist_gradient_boosting,0.5,34,6998,female,female,752
gender,hist_gradient_boosting,0.5,34,6998,female,male,985
gender,hist_gradient_boosting,0.5,34,6998,male,female,824
gender,hist_gradient_boosting,0.5,34,6998,male,male,938
gender,xgboost,0.5,34,6998,female,female,825
gender,xgboost,0.5,34,6998,female,male,912
gender,xgboost,0.5,34,6998,male,female,848
gender,xgboost,0.5,34,6998,male,male,914
gender,mlp,0.5,34,6998,female,female,857
gender,mlp,0.5,34,6998,female,male,880
gender,mlp,0.5,34,6998,male,female,849
gender,mlp,0.5,34,6998,male,male,913
gender,logistic_regression,0.5,55,6998,female,female,871
gender,logistic_regression,0.5,55,6998,female,male,866
gender,logistic_regression,0.5,55,6998,male,female,922
gender,logistic_regression,0.5,55,6998,male,male,840
gender,random_forest,0.5,55,6998,female,female,807
gender,random_forest,0.5,55,6998,female,male,930
gender,random_forest,0.5,55,6998,male,female,812
gender,random_forest,0.5,55,6998,male,male,950
gender,hist_gradient_boosting,0.5,55,6998,female,female,820
gender,hist_gradient_boosting,0.5,55,6998,female,male,917
gender,hist_gradient_boosting,0.5,55,6998,male,female,860
gender,hist_gradient_boosting,0.5,55,6998,male,male,902
gender,xgboost,0.5,55,6998,female,female,842
gender,xgboost,0.5,55,6998,female,male,895
gender,xgboost,0.5,55,6998,male,female,880
gender,xgboost,0.5,55,6998,male,male,882
gender,mlp,0.5,55,6998,female,female,994
gender,mlp,0.5,55,6998,female,male,743
gender,mlp,0.5,55,6998,male,female,1016
gender,mlp,0.5,55,6998,male,male,746
gender,logistic_regression,0.5,89,6998,female,female,867
gender,logistic_regression,0.5,89,6998,female,male,870
gender,logistic_regression,0.5,89,6998,male,female,886
gender,logistic_regression,0.5,89,6998,male,male,876
gender,random_forest,0.5,89,6998,female,female,824
gender,random_forest,0.5,89,6998,female,male,913
gender,random_forest,0.5,89,6998,male,female,833
gender,random_forest,0.5,89,6998,male,male,929
gender,hist_gradient_boosting,0.5,89,6998,female,female,832
gender,hist_gradient_boosting,0.5,89,6998,female,male,905
gender,hist_gradient_boosting,0.5,89,6998,male,female,771
gender,hist_gradient_boosting,0.5,89,6998,male,male,991
gender,xgboost,0.5,89,6998,female,female,836
gender,xgboost,0.5,89,6998,female,male,901
gender,xgboost,0.5,89,6998,male,female,860
gender,xgboost,0.5,89,6998,male,male,902
gender,mlp,0.5,89,6998,female,female,826
gender,mlp,0.5,89,6998,female,male,911
gender,mlp,0.5,89,6998,male,female,841
gender,mlp,0.5,89,6998,male,male,921
gender,logistic_regression,0.75,13,10496,female,female,882
gender,logistic_regression,0.75,13,10496,female,male,855
gender,logistic_regression,0.75,13,10496,male,female,878
gender,logistic_regression,0.75,13,10496,male,male,884
gender,random_forest,0.75,13,10496,female,female,822
gender,random_forest,0.75,13,10496,female,male,915
gender,random_forest,0.75,13,10496,male,female,818
gender,random_forest,0.75,13,10496,male,male,944
gender,hist_gradient_boosting,0.75,13,10496,female,female,752
gender,hist_gradient_boosting,0.75,13,10496,female,male,985
gender,hist_gradient_boosting,0.75,13,10496,male,female,772
gender,hist_gradient_boosting,0.75,13,10496,male,male,990
gender,xgboost,0.75,13,10496,female,female,820
gender,xgboost,0.75,13,10496,female,male,917
gender,xgboost,0.75,13,10496,male,female,855
gender,xgboost,0.75,13,10496,male,male,907
gender,mlp,0.75,13,10496,female,female,824
gender,mlp,0.75,13,10496,female,male,913
gender,mlp,0.75,13,10496,male,female,898
gender,mlp,0.75,13,10496,male,male,864
gender,logistic_regression,0.75,21,10496,female,female,866
gender,logistic_regression,0.75,21,10496,female,male,871
gender,logistic_regression,0.75,21,10496,male,female,872
gender,logistic_regression,0.75,21,10496,male,male,890
gender,random_forest,0.75,21,10496,female,female,804
gender,random_forest,0.75,21,10496,female,male,933
gender,random_forest,0.75,21,10496,male,female,806
gender,random_forest,0.75,21,10496,male,male,956
gender,hist_gradient_boosting,0.75,21,10496,female,female,832
gender,hist_gradient_boosting,0.75,21,10496,female,male,905
gender,hist_gradient_boosting,0.75,21,10496,male,female,820
gender,hist_gradient_boosting,0.75,21,10496,male,male,942
gender,xgboost,0.75,21,10496,female,female,799
gender,xgboost,0.75,21,10496,female,male,938
gender,xgboost,0.75,21,10496,male,female,833
gender,xgboost,0.75,21,10496,male,male,929
gender,mlp,0.75,21,10496,female,female,865
gender,mlp,0.75,21,10496,female,male,872
gender,mlp,0.75,21,10496,male,female,861
gender,mlp,0.75,21,10496,male,male,901
gender,logistic_regression,0.75,34,10496,female,female,875
gender,logistic_regression,0.75,34,10496,female,male,862
gender,logistic_regression,0.75,34,10496,male,female,906
gender,logistic_regression,0.75,34,10496,male,male,856
gender,random_forest,0.75,34,10496,female,female,793
gender,random_forest,0.75,34,10496,female,male,944
gender,random_forest,0.75,34,10496,male,female,809
gender,random_forest,0.75,34,10496,male,male,953
gender,hist_gradient_boosting,0.75,34,10496,female,female,739
gender,hist_gradient_boosting,0.75,34,10496,female,male,998
gender,hist_gradient_boosting,0.75,34,10496,male,female,762
gender,hist_gradient_boosting,0.75,34,10496,male,male,1000
gender,xgboost,0.75,34,10496,female,female,848
gender,xgboost,0.75,34,10496,female,male,889
gender,xgboost,0.75,34,10496,male,female,845
gender,xgboost,0.75,34,10496,male,male,917
gender,mlp,0.75,34,10496,female,female,797
gender,mlp,0.75,34,10496,female,male,940
gender,mlp,0.75,34,10496,male,female,828
gender,mlp,0.75,34,10496,male,male,934
gender,logistic_regression,0.75,55,10496,female,female,864
gender,logistic_regression,0.75,55,10496,female,male,873
gender,logistic_regression,0.75,55,10496,male,female,918
gender,logistic_regression,0.75,55,10496,male,male,844
gender,random_forest,0.75,55,10496,female,female,802
gender,random_forest,0.75,55,10496,female,male,935
gender,random_forest,0.75,55,10496,male,female,806
gender,random_forest,0.75,55,10496,male,male,956
gender,hist_gradient_boosting,0.75,55,10496,female,female,711
gender,hist_gradient_boosting,0.75,55,10496,female,male,1026
gender,hist_gradient_boosting,0.75,55,10496,male,female,714
gender,hist_gradient_boosting,0.75,55,10496,male,male,1048
gender,xgboost,0.75,55,10496,female,female,841
gender,xgboost,0.75,55,10496,female,male,896
gender,xgboost,0.75,55,10496,male,female,863
gender,xgboost,0.75,55,10496,male,male,899
gender,mlp,0.75,55,10496,female,female,905
gender,mlp,0.75,55,10496,female,male,832
gender,mlp,0.75,55,10496,male,female,895
gender,mlp,0.75,55,10496,male,male,867
gender,logistic_regression,0.75,89,10496,female,female,884
gender,logistic_regression,0.75,89,10496,female,male,853
gender,logistic_regression,0.75,89,10496,male,female,890
gender,logistic_regression,0.75,89,10496,male,male,872
gender,random_forest,0.75,89,10496,female,female,806
gender,random_forest,0.75,89,10496,female,male,931
gender,random_forest,0.75,89,10496,male,female,815
gender,random_forest,0.75,89,10496,male,male,947
gender,hist_gradient_boosting,0.75,89,10496,female,female,718
gender,hist_gradient_boosting,0.75,89,10496,female,male,1019
gender,hist_gradient_boosting,0.75,89,10496,male,female,784
gender,hist_gradient_boosting,0.75,89,10496,male,male,978
gender,xgboost,0.75,89,10496,female,female,833
gender,xgboost,0.75,89,10496,female,male,904
gender,xgboost,0.75,89,10496,male,female,848
gender,xgboost,0.75,89,10496,male,male,914
gender,mlp,0.75,89,10496,female,female,858
gender,mlp,0.75,89,10496,female,male,879
gender,mlp,0.75,89,10496,male,female,856
gender,mlp,0.75,89,10496,male,male,906
gender,logistic_regression,1.0,13,13995,female,female,885
gender,logistic_regression,1.0,13,13995,female,male,852
gender,logistic_regression,1.0,13,13995,male,female,878
gender,logistic_regression,1.0,13,13995,male,male,884
gender,random_forest,1.0,13,13995,female,female,776
gender,random_forest,1.0,13,13995,female,male,961
gender,random_forest,1.0,13,13995,male,female,812
gender,random_forest,1.0,13,13995,male,male,950
gender,hist_gradient_boosting,1.0,13,13995,female,female,744
gender,hist_gradient_boosting,1.0,13,13995,female,male,993
gender,hist_gradient_boosting,1.0,13,13995,male,female,762
gender,hist_gradient_boosting,1.0,13,13995,male,male,1000
gender,xgboost,1.0,13,13995,female,female,797
gender,xgboost,1.0,13,13995,female,male,940
gender,xgboost,1.0,13,13995,male,female,806
gender,xgboost,1.0,13,13995,male,male,956
gender,mlp,1.0,13,13995,female,female,847
gender,mlp,1.0,13,13995,female,male,890
gender,mlp,1.0,13,13995,male,female,955
gender,mlp,1.0,13,13995,male,male,807
gender,logistic_regression,1.0,21,13995,female,female,885
gender,logistic_regression,1.0,21,13995,female,male,852
gender,logistic_regression,1.0,21,13995,male,female,878
gender,logistic_regression,1.0,21,13995,male,male,884
gender,random_forest,1.0,21,13995,female,female,801
gender,random_forest,1.0,21,13995,female,male,936
gender,random_forest,1.0,21,13995,male,female,785
gender,random_forest,1.0,21,13995,male,male,977
gender,hist_gradient_boosting,1.0,21,13995,female,female,808
gender,hist_gradient_boosting,1.0,21,13995,female,male,929
gender,hist_gradient_boosting,1.0,21,13995,male,female,801
gender,hist_gradient_boosting,1.0,21,13995,male,male,961
gender,xgboost,1.0,21,13995,female,female,826
gender,xgboost,1.0,21,13995,female,male,911
gender,xgboost,1.0,21,13995,male,female,850
gender,xgboost,1.0,21,13995,male,male,912
gender,mlp,1.0,21,13995,female,female,922
gender,mlp,1.0,21,13995,female,male,815
gender,mlp,1.0,21,13995,male,female,902
gender,mlp,1.0,21,13995,male,male,860
gender,logistic_regression,1.0,34,13995,female,female,885
gender,logistic_regression,1.0,34,13995,female,male,852
gender,logistic_regression,1.0,34,13995,male,female,878
gender,logistic_regression,1.0,34,13995,male,male,884
gender,random_forest,1.0,34,13995,female,female,835
gender,random_forest,1.0,34,13995,female,male,902
gender,random_forest,1.0,34,13995,male,female,859
gender,random_forest,1.0,34,13995,male,male,903
gender,hist_gradient_boosting,1.0,34,13995,female,female,775
gender,hist_gradient_boosting,1.0,34,13995,female,male,962
gender,hist_gradient_boosting,1.0,34,13995,male,female,760
gender,hist_gradient_boosting,1.0,34,13995,male,male,1002
gender,xgboost,1.0,34,13995,female,female,806
gender,xgboost,1.0,34,13995,female,male,931
gender,xgboost,1.0,34,13995,male,female,829
gender,xgboost,1.0,34,13995,male,male,933
gender,mlp,1.0,34,13995,female,female,806
gender,mlp,1.0,34,13995,female,male,931
gender,mlp,1.0,34,13995,male,female,847
gender,mlp,1.0,34,13995,male,male,915
gender,logistic_regression,1.0,55,13995,female,female,885
gender,logistic_regression,1.0,55,13995,female,male,852
gender,logistic_regression,1.0,55,13995,male,female,878
gender,logistic_regression,1.0,55,13995,male,male,884
gender,random_forest,1.0,55,13995,female,female,804
gender,random_forest,1.0,55,13995,female,male,933
gender,random_forest,1.0,55,13995,male,female,870
gender,random_forest,1.0,55,13995,male,male,892
gender,hist_gradient_boosting,1.0,55,13995,female,female,783
gender,hist_gradient_boosting,1.0,55,13995,female,male,954
gender,hist_gradient_boosting,1.0,55,13995,male,female,805
gender,hist_gradient_boosting,1.0,55,13995,male,male,957
gender,xgboost,1.0,55,13995,female,female,827
gender,xgboost,1.0,55,13995,female,male,910
gender,xgboost,1.0,55,13995,male,female,828
gender,xgboost,1.0,55,13995,male,male,934
gender,mlp,1.0,55,13995,female,female,898
gender,mlp,1.0,55,13995,female,male,839
gender,mlp,1.0,55,13995,male,female,899
gender,mlp,1.0,55,13995,male,male,863
gender,logistic_regression,1.0,89,13995,female,female,885
gender,logistic_regression,1.0,89,13995,female,male,852
gender,logistic_regression,1.0,89,13995,male,female,878
gender,logistic_regression,1.0,89,13995,male,male,884
gender,random_forest,1.0,89,13995,female,female,832
gender,random_forest,1.0,89,13995,female,male,905
gender,random_forest,1.0,89,13995,male,female,822
gender,random_forest,1.0,89,13995,male,male,940
gender,hist_gradient_boosting,1.0,89,13995,female,female,737
gender,hist_gradient_boosting,1.0,89,13995,female,male,1000
gender,hist_gradient_boosting,1.0,89,13995,male,female,762
gender,hist_gradient_boosting,1.0,89,13995,male,male,1000
gender,xgboost,1.0,89,13995,female,female,797
gender,xgboost,1.0,89,13995,female,male,940
gender,xgboost,1.0,89,13995,male,female,851
gender,xgboost,1.0,89,13995,male,male,911
gender,mlp,1.0,89,13995,female,female,823
gender,mlp,1.0,89,13995,female,male,914
gender,mlp,1.0,89,13995,male,female,848
gender,mlp,1.0,89,13995,male,male,914
age,logistic_regression,0.1,13,1399,30+,30+,141
age,logistic_regression,0.1,13,1399,30+,teens,190
age,logistic_regression,0.1,13,1399,30+,twenties,190
age,logistic_regression,0.1,13,1399,teens,30+,329
age,logistic_regression,0.1,13,1399,teens,teens,580
age,logistic_regression,0.1,13,1399,teens,twenties,600
age,logistic_regression,0.1,13,1399,twenties,30+,329
age,logistic_regression,0.1,13,1399,twenties,teens,590
age,logistic_regression,0.1,13,1399,twenties,twenties,550
age,random_forest,0.1,13,1399,30+,30+,0
age,random_forest,0.1,13,1399,30+,teens,297
age,random_forest,0.1,13,1399,30+,twenties,224
age,random_forest,0.1,13,1399,teens,30+,0
age,random_forest,0.1,13,1399,teens,teens,874
age,random_forest,0.1,13,1399,teens,twenties,635
age,random_forest,0.1,13,1399,twenties,30+,0
age,random_forest,0.1,13,1399,twenties,teens,855
age,random_forest,0.1,13,1399,twenties,twenties,614
age,hist_gradient_boosting,0.1,13,1399,30+,30+,1
age,hist_gradient_boosting,0.1,13,1399,30+,teens,258
age,hist_gradient_boosting,0.1,13,1399,30+,twenties,262
age,hist_gradient_boosting,0.1,13,1399,teens,30+,2
age,hist_gradient_boosting,0.1,13,1399,teens,teens,774
age,hist_gradient_boosting,0.1,13,1399,teens,twenties,733
age,hist_gradient_boosting,0.1,13,1399,twenties,30+,2
age,hist_gradient_boosting,0.1,13,1399,twenties,teens,774
age,hist_gradient_boosting,0.1,13,1399,twenties,twenties,693
age,xgboost,0.1,13,1399,30+,30+,1
age,xgboost,0.1,13,1399,30+,teens,267
age,xgboost,0.1,13,1399,30+,twenties,253
age,xgboost,0.1,13,1399,teens,30+,6
age,xgboost,0.1,13,1399,teens,teens,758
age,xgboost,0.1,13,1399,teens,twenties,745
age,xgboost,0.1,13,1399,twenties,30+,2
age,xgboost,0.1,13,1399,twenties,teens,770
age,xgboost,0.1,13,1399,twenties,twenties,697
age,mlp,0.1,13,1399,30+,30+,40
age,mlp,0.1,13,1399,30+,teens,233
age,mlp,0.1,13,1399,30+,twenties,248
age,mlp,0.1,13,1399,teens,30+,99
age,mlp,0.1,13,1399,teens,teens,731
age,mlp,0.1,13,1399,teens,twenties,679
age,mlp,0.1,13,1399,twenties,30+,83
age,mlp,0.1,13,1399,twenties,teens,728
age,mlp,0.1,13,1399,twenties,twenties,658
age,logistic_regression,0.1,21,1399,30+,30+,128
age,logistic_regression,0.1,21,1399,30+,teens,199
age,logistic_regression,0.1,21,1399,30+,twenties,194
age,logistic_regression,0.1,21,1399,teens,30+,385
age,logistic_regression,0.1,21,1399,teens,teens,519
age,logistic_regression,0.1,21,1399,teens,twenties,605
age,logistic_regression,0.1,21,1399,twenties,30+,366
age,logistic_regression,0.1,21,1399,twenties,teens,527
age,logistic_regression,0.1,21,1399,twenties,twenties,576
age,random_forest,0.1,21,1399,30+,30+,0
age,random_forest,0.1,21,1399,30+,teens,299
age,random_forest,0.1,21,1399,30+,twenties,222
age,random_forest,0.1,21,1399,teens,30+,0
age,random_forest,0.1,21,1399,teens,teens,900
age,random_forest,0.1,21,1399,teens,twenties,609
age,random_forest,0.1,21,1399,twenties,30+,0
age,random_forest,0.1,21,1399,twenties,teens,886
age,random_forest,0.1,21,1399,twenties,twenties,583
age,hist_gradient_boosting,0.1,21,1399,30+,30+,1
age,hist_gradient_boosting,0.1,21,1399,30+,teens,277
