task,classifier,train_fraction,seed,n_train,true_label,predicted_label,count
gender,xgboost,0.25,21,3499,male,male,929
gender,mlp,0.25,21,3499,female,female,904
gender,mlp,0.25,21,3499,female,male,833
gender,mlp,0.25,21,3499,male,female,877
gender,mlp,0.25,21,3499,male,male,885
gender,logistic_regression,0.25,34,3499,female,female,895
gender,logistic_regression,0.25,34,3499,female,male,842
gender,logistic_regression,0.25,34,3499,male,female,842
gender,logistic_regression,0.25,34,3499,male,male,920
gender,random_forest,0.25,34,3499,female,female,832
gender,random_forest,0.25,34,3499,female,male,905
gender,random_forest,0.25,34,3499,male,female,819
gender,random_forest,0.25,34,3499,male,male,943
gender,hist_gradient_boosting,0.25,34,3499,female,female,833
gender,hist_gradient_boosting,0.25,34,3499,female,male,904
gender,hist_gradient_boosting,0.25,34,3499,male,female,833
gender,hist_gradient_boosting,0.25,34,3499,male,male,929
gender,xgboost,0.25,34,3499,female,female,886
gender,xgboost,0.25,34,3499,female,male,851
gender,xgboost,0.25,34,3499,male,female,825
gender,xgboost,0.25,34,3499,male,male,937
gender,mlp,0.25,34,3499,female,female,866
gender,mlp,0.25,34,3499,female,male,871
gender,mlp,0.25,34,3499,male,female,803
gender,mlp,0.25,34,3499,male,male,959
gender,logistic_regression,0.25,55,3499,female,female,929
gender,logistic_regression,0.25,55,3499,female,male,808
gender,logistic_regression,0.25,55,3499,male,female,829
gender,logistic_regression,0.25,55,3499,male,male,933
gender,random_forest,0.25,55,3499,female,female,844
gender,random_forest,0.25,55,3499,female,male,893
gender,random_forest,0.25,55,3499,male,female,760
gender,random_forest,0.25,55,3499,male,male,1002
gender,hist_gradient_boosting,0.25,55,3499,female,female,823
gender,hist_gradient_boosting,0.25,55,3499,female,male,914
gender,hist_gradient_boosting,0.25,55,3499,male,female,800
gender,hist_gradient_boosting,0.25,55,3499,male,male,962
gender,xgboost,0.25,55,3499,female,female,837
gender,xgboost,0.25,55,3499,female,male,900
gender,xgboost,0.25,55,3499,male,female,832
gender,xgboost,0.25,55,3499,male,male,930
gender,mlp,0.25,55,3499,female,female,917
gender,mlp,0.25,55,3499,female,male,820
gender,mlp,0.25,55,3499,male,female,824
gender,mlp,0.25,55,3499,male,male,938
gender,logistic_regression,0.25,89,3499,female,female,895
gender,logistic_regression,0.25,89,3499,female,male,842
gender,logistic_regression,0.25,89,3499,male,female,817
gender,logistic_regression,0.25,89,3499,male,male,945
gender,random_forest,0.25,89,3499,female,female,864
gender,random_forest,0.25,89,3499,female,male,873
gender,random_forest,0.25,89,3499,male,female,767
gender,random_forest,0.25,89,3499,male,male,995
gender,hist_gradient_boosting,0.25,89,3499,female,female,807
gender,hist_gradient_boosting,0.25,89,3499,female,male,930
gender,hist_gradient_boosting,0.25,89,3499,male,female,851
gender,hist_gradient_boosting,0.25,89,3499,male,male,911
gender,xgboost,0.25,89,3499,female,female,881
gender,xgboost,0.25,89,3499,female,male,856
gender,xgboost,0.25,89,3499,male,female,815
gender,xgboost,0.25,89,3499,male,male,947
gender,mlp,0.25,89,3499,female,female,917
gender,mlp,0.25,89,3499,female,male,820
gender,mlp,0.25,89,3499,male,female,846
gender,mlp,0.25,89,3499,male,male,916
gender,logistic_regression,0.5,13,6998,female,female,935
gender,logistic_regression,0.5,13,6998,female,male,802
gender,logistic_regression,0.5,13,6998,male,female,782
gender,logistic_regression,0.5,13,6998,male,male,980
gender,random_forest,0.5,13,6998,female,female,764
gender,random_forest,0.5,13,6998,female,male,973
gender,random_forest,0.5,13,6998,male,female,769
gender,random_forest,0.5,13,6998,male,male,993
gender,hist_gradient_boosting,0.5,13,6998,female,female,839
gender,hist_gradient_boosting,0.5,13,6998,female,male,898
gender,hist_gradient_boosting,0.5,13,6998,male,female,811
gender,hist_gradient_boosting,0.5,13,6998,male,male,951
gender,xgboost,0.5,13,6998,female,female,857
gender,xgboost,0.5,13,6998,female,male,880
gender,xgboost,0.5,13,6998,male,female,776
gender,xgboost,0.5,13,6998,male,male,986
gender,mlp,0.5,13,6998,female,female,878
gender,mlp,0.5,13,6998,female,male,859
gender,mlp,0.5,13,6998,male,female,821
gender,mlp,0.5,13,6998,male,male,941
gender,logistic_regression,0.5,21,6998,female,female,930
gender,logistic_regression,0.5,21,6998,female,male,807
gender,logistic_regression,0.5,21,6998,male,female,805
gender,logistic_regression,0.5,21,6998,male,male,957
gender,random_forest,0.5,21,6998,female,female,868
gender,random_forest,0.5,21,6998,female,male,869
gender,random_forest,0.5,21,6998,male,female,752
gender,random_forest,0.5,21,6998,male,male,1010
gender,hist_gradient_boosting,0.5,21,6998,female,female,837
gender,hist_gradient_boosting,0.5,21,6998,female,male,900
gender,hist_gradient_boosting,0.5,21,6998,male,female,785
gender,hist_gradient_boosting,0.5,21,6998,male,male,977
gender,xgboost,0.5,21,6998,female,female,864
gender,xgboost,0.5,21,6998,female,male,873
gender,xgboost,0.5,21,6998,male,female,804
gender,xgboost,0.5,21,6998,male,male,958
gender,mlp,0.5,21,6998,female,female,912
gender,mlp,0.5,21,6998,female,male,825
gender,mlp,0.5,21,6998,male,female,823
gender,mlp,0.5,21,6998,male,male,939
gender,logistic_regression,0.5,34,6998,female,female,961
gender,logistic_regression,0.5,34,6998,female,male,776
gender,logistic_regression,0.5,34,6998,male,female,821
gender,logistic_regression,0.5,34,6998,male,male,941
gender,random_forest,0.5,34,6998,female,female,833
gender,random_forest,0.5,34,6998,female,male,904
gender,random_forest,0.5,34,6998,male,female,780
gender,random_forest,0.5,34,6998,male,male,982
gender,hist_gradient_boosting,0.5,34,6998,female,female,850
gender,hist_gradient_boosting,0.5,34,6998,female,male,887
gender,hist_gradient_boosting,0.5,34,6998,male,female,800
gender,hist_gradient_boosting,0.5,34,6998,male,male,962
gender,xgboost,0.5,34,6998,female,female,888
gender,xgboost,0.5,34,6998,female,male,849
gender,xgboost,0.5,34,6998,male,female,826
gender,xgboost,0.5,34,6998,male,male,936
gender,mlp,0.5,34,6998,female,female,895
gender,mlp,0.5,34,6998,female,male,842
gender,mlp,0.5,34,6998,male,female,822
gender,mlp,0.5,34,6998,male,male,940
gender,logistic_regression,0.5,55,6998,female,female,907
gender,logistic_regression,0.5,55,6998,female,male,830
gender,logistic_regression,0.5,55,6998,male,female,819
gender,logistic_regression,0.5,55,6998,male,male,943
gender,random_forest,0.5,55,6998,female,female,847
gender,random_forest,0.5,55,6998,female,male,890
gender,random_forest,0.5,55,6998,male,female,793
gender,random_forest,0.5,55,6998,male,male,969
gender,hist_gradient_boosting,0.5,55,6998,female,female,851
gender,hist_gradient_boosting,0.5,55,6998,female,male,886
gender,hist_gradient_boosting,0.5,55,6998,male,female,809
gender,hist_gradient_boosting,0.5,55,6998,male,male,953
gender,xgboost,0.5,55,6998,female,female,879
gender,xgboost,0.5,55,6998,female,male,858
gender,xgboost,0.5,55,6998,male,female,795
gender,xgboost,0.5,55,6998,male,male,967
gender,mlp,0.5,55,6998,female,female,937
gender,mlp,0.5,55,6998,female,male,800
gender,mlp,0.5,55,6998,male,female,884
gender,mlp,0.5,55,6998,male,male,878
gender,logistic_regression,0.5,89,6998,female,female,937
gender,logistic_regression,0.5,89,6998,female,male,800
gender,logistic_regression,0.5,89,6998,male,female,805
gender,logistic_regression,0.5,89,6998,male,male,957
gender,random_forest,0.5,89,6998,female,female,841
gender,random_forest,0.5,89,6998,female,male,896
gender,random_forest,0.5,89,6998,male,female,755
gender,random_forest,0.5,89,6998,male,male,1007
gender,hist_gradient_boosting,0.5,89,6998,female,female,821
gender,hist_gradient_boosting,0.5,89,6998,female,male,916
gender,hist_gradient_boosting,0.5,89,6998,male,female,770
gender,hist_gradient_boosting,0.5,89,6998,male,male,992
gender,xgboost,0.5,89,6998,female,female,891
gender,xgboost,0.5,89,6998,female,male,846
gender,xgboost,0.5,89,6998,male,female,781
gender,xgboost,0.5,89,6998,male,male,981
gender,mlp,0.5,89,6998,female,female,892
gender,mlp,0.5,89,6998,female,male,845
gender,mlp,0.5,89,6998,male,female,838
gender,mlp,0.5,89,6998,male,male,924
gender,logistic_regression,0.75,13,10496,female,female,952
gender,logistic_regression,0.75,13,10496,female,male,785
gender,logistic_regression,0.75,13,10496,male,female,791
gender,logistic_regression,0.75,13,10496,male,male,971
gender,random_forest,0.75,13,10496,female,female,901
gender,random_forest,0.75,13,10496,female,male,836
gender,random_forest,0.75,13,10496,male,female,788
gender,random_forest,0.75,13,10496,male,male,974
gender,hist_gradient_boosting,0.75,13,10496,female,female,852
gender,hist_gradient_boosting,0.75,13,10496,female,male,885
gender,hist_gradient_boosting,0.75,13,10496,male,female,773
gender,hist_gradient_boosting,0.75,13,10496,male,male,989
gender,xgboost,0.75,13,10496,female,female,909
gender,xgboost,0.75,13,10496,female,male,828
gender,xgboost,0.75,13,10496,male,female,802
gender,xgboost,0.75,13,10496,male,male,960
gender,mlp,0.75,13,10496,female,female,898
gender,mlp,0.75,13,10496,female,male,839
gender,mlp,0.75,13,10496,male,female,853
gender,mlp,0.75,13,10496,male,male,909
gender,logistic_regression,0.75,21,10496,female,female,935
gender,logistic_regression,0.75,21,10496,female,male,802
gender,logistic_regression,0.75,21,10496,male,female,792
gender,logistic_regression,0.75,21,10496,male,male,970
gender,random_forest,0.75,21,10496,female,female,842
gender,random_forest,0.75,21,10496,female,male,895
gender,random_forest,0.75,21,10496,male,female,752
gender,random_forest,0.75,21,10496,male,male,1010
gender,hist_gradient_boosting,0.75,21,10496,female,female,776
gender,hist_gradient_boosting,0.75,21,10496,female,male,961
gender,hist_gradient_boosting,0.75,21,10496,male,female,766
gender,hist_gradient_boosting,0.75,21,10496,male,male,996
gender,xgboost,0.75,21,10496,female,female,882
gender,xgboost,0.75,21,10496,female,male,855
gender,xgboost,0.75,21,10496,male,female,804
gender,xgboost,0.75,21,10496,male,male,958
gender,mlp,0.75,21,10496,female,female,939
gender,mlp,0.75,21,10496,female,male,798
gender,mlp,0.75,21,10496,male,female,817
gender,mlp,0.75,21,10496,male,male,945
gender,logistic_regression,0.75,34,10496,female,female,926
gender,logistic_regression,0.75,34,10496,female,male,811
gender,logistic_regression,0.75,34,10496,male,female,771
gender,logistic_regression,0.75,34,10496,male,male,991
gender,random_forest,0.75,34,10496,female,female,844
gender,random_forest,0.75,34,10496,female,male,893
gender,random_forest,0.75,34,10496,male,female,781
gender,random_forest,0.75,34,10496,male,male,981
gender,hist_gradient_boosting,0.75,34,10496,female,female,793
gender,hist_gradient_boosting,0.75,34,10496,female,male,944
gender,hist_gradient_boosting,0.75,34,10496,male,female,765
gender,hist_gradient_boosting,0.75,34,10496,male,male,997
gender,xgboost,0.75,34,10496,female,female,902
gender,xgboost,0.75,34,10496,female,male,835
gender,xgboost,0.75,34,10496,male,female,774
gender,xgboost,0.75,34,10496,male,male,988
gender,mlp,0.75,34,10496,female,female,854
gender,mlp,0.75,34,10496,female,male,883
gender,mlp,0.75,34,10496,male,female,773
gender,mlp,0.75,34,10496,male,male,989
gender,logistic_regression,0.75,55,10496,female,female,963
gender,logistic_regression,0.75,55,10496,female,male,774
gender,logistic_regression,0.75,55,10496,male,female,792
gender,logistic_regression,0.75,55,10496,male,male,970
gender,random_forest,0.75,55,10496,female,female,857
gender,random_forest,0.75,55,10496,female,male,880
gender,random_forest,0.75,55,10496,male,female,789
gender,random_forest,0.75,55,10496,male,male,973
gender,hist_gradient_boosting,0.75,55,10496,female,female,867
gender,hist_gradient_boosting,0.75,55,10496,female,male,870
gender,hist_gradient_boosting,0.75,55,10496,male,female,814
gender,hist_gradient_boosting,0.75,55,10496,male,male,948
gender,xgboost,0.75,55,10496,female,female,896
gender,xgboost,0.75,55,10496,female,male,841
gender,xgboost,0.75,55,10496,male,female,803
gender,xgboost,0.75,55,10496,male,male,959
gender,mlp,0.75,55,10496,female,female,971
gender,mlp,0.75,55,10496,female,male,766
gender,mlp,0.75,55,10496,male,female,862
gender,mlp,0.75,55,10496,male,male,900
gender,logistic_regression,0.75,89,10496,female,female,954
gender,logistic_regression,0.75,89,10496,female,male,783
gender,logistic_regression,0.75,89,10496,male,female,790
gender,logistic_regression,0.75,89,10496,male,male,972
gender,random_forest,0.75,89,10496,female,female,823
gender,random_forest,0.75,89,10496,female,male,914
gender,random_forest,0.75,89,10496,male,female,776
gender,random_forest,0.75,89,10496,male,male,986
gender,hist_gradient_boosting,0.75,89,10496,female,female,815
gender,hist_gradient_boosting,0.75,89,10496,female,male,922
gender,hist_gradient_boosting,0.75,89,10496,male,female,775
gender,hist_gradient_boosting,0.75,89,10496,male,male,987
gender,xgboost,0.75,89,10496,female,female,902
gender,xgboost,0.75,89,10496,female,male,835
gender,xgboost,0.75,89,10496,male,female,828
gender,xgboost,0.75,89,10496,male,male,934
gender,mlp,0.75,89,10496,female,female,895
gender,mlp,0.75,89,10496,female,male,842
gender,mlp,0.75,89,10496,male,female,780
gender,mlp,0.75,89,10496,male,male,982
gender,logistic_regression,1.0,13,13995,female,female,966
gender,logistic_regression,1.0,13,13995,female,male,771
gender,logistic_regression,1.0,13,13995,male,female,791
gender,logistic_regression,1.0,13,13995,male,male,971
gender,random_forest,1.0,13,13995,female,female,861
gender,random_forest,1.0,13,13995,female,male,876
gender,random_forest,1.0,13,13995,male,female,779
gender,random_forest,1.0,13,13995,male,male,983
gender,hist_gradient_boosting,1.0,13,13995,female,female,810
gender,hist_gradient_boosting,1.0,13,13995,female,male,927
gender,hist_gradient_boosting,1.0,13,13995,male,female,795
gender,hist_gradient_boosting,1.0,13,13995,male,male,967
gender,xgboost,1.0,13,13995,female,female,859
gender,xgboost,1.0,13,13995,female,male,878
gender,xgboost,1.0,13,13995,male,female,812
gender,xgboost,1.0,13,13995,male,male,950
gender,mlp,1.0,13,13995,female,female,904
gender,mlp,1.0,13,13995,female,male,833
gender,mlp,1.0,13,13995,male,female,850
gender,mlp,1.0,13,13995,male,male,912
gender,logistic_regression,1.0,21,13995,female,female,966
gender,logistic_regression,1.0,21,13995,female,male,771
gender,logistic_regression,1.0,21,13995,male,female,791
gender,logistic_regression,1.0,21,13995,male,male,971
gender,random_forest,1.0,21,13995,female,female,840
gender,random_forest,1.0,21,13995,female,male,897
gender,random_forest,1.0,21,13995,male,female,782
gender,random_forest,1.0,21,13995,male,male,980
gender,hist_gradient_boosting,1.0,21,13995,female,female,807
gender,hist_gradient_boosting,1.0,21,13995,female,male,930
gender,hist_gradient_boosting,1.0,21,13995,male,female,786
gender,hist_gradient_boosting,1.0,21,13995,male,male,976
gender,xgboost,1.0,21,13995,female,female,900
gender,xgboost,1.0,21,13995,female,male,837
gender,xgboost,1.0,21,13995,male,female,783
gender,xgboost,1.0,21,13995,male,male,979
gender,mlp,1.0,21,13995,female,female,896
gender,mlp,1.0,21,13995,female,male,841
gender,mlp,1.0,21,13995,male,female,790
gender,mlp,1.0,21,13995,male,male,972
gender,logistic_regression,1.0,34,13995,female,female,966
gender,logistic_regression,1.0,34,13995,female,male,771
gender,logistic_regression,1.0,34,13995,male,female,791
gender,logistic_regression,1.0,34,13995,male,male,971
gender,random_forest,1.0,34,13995,female,female,840
gender,random_forest,1.0,34,13995,female,male,897
gender,random_forest,1.0,34,13995,male,female,797
gender,random_forest,1.0,34,13995,male,male,965
gender,hist_gradient_boosting,1.0,34,13995,female,female,820
gender,hist_gradient_boosting,1.0,34,13995,female,male,917
gender,hist_gradient_boosting,1.0,34,13995,male,female,774
gender,hist_gradient_boosting,1.0,34,13995,male,male,988
gender,xgboost,1.0,34,13995,female,female,879
gender,xgboost,1.0,34,13995,female,male,858
gender,xgboost,1.0,34,13995,male,female,780
gender,xgboost,1.0,34,13995,male,male,982
gender,mlp,1.0,34,13995,female,female,887
gender,mlp,1.0,34,13995,female,male,850
gender,mlp,1.0,34,13995,male,female,819
gender,mlp,1.0,34,13995,male,male,943
gender,logistic_regression,1.0,55,13995,female,female,966
gender,logistic_regression,1.0,55,13995,female,male,771
gender,logistic_regression,1.0,55,13995,male,female,791
gender,logistic_regression,1.0,55,13995,male,male,971
gender,random_forest,1.0,55,13995,female,female,845
gender,random_forest,1.0,55,13995,female,male,892
gender,random_forest,1.0,55,13995,male,female,814
gender,random_forest,1.0,55,13995,male,male,948
gender,hist_gradient_boosting,1.0,55,13995,female,female,825
gender,hist_gradient_boosting,1.0,55,13995,female,male,912
gender,hist_gradient_boosting,1.0,55,13995,male,female,779
gender,hist_gradient_boosting,1.0,55,13995,male,male,983
gender,xgboost,1.0,55,13995,female,female,879
gender,xgboost,1.0,55,13995,female,male,858
gender,xgboost,1.0,55,13995,male,female,790
gender,xgboost,1.0,55,13995,male,male,972
gender,mlp,1.0,55,13995,female,female,967
gender,mlp,1.0,55,13995,female,male,770
gender,mlp,1.0,55,13995,male,female,842
gender,mlp,1.0,55,13995,male,male,920
gender,logistic_regression,1.0,89,13995,female,female,966
gender,logistic_regression,1.0,89,13995,female,male,771
gender,logistic_regression,1.0,89,13995,male,female,791
gender,logistic_regression,1.0,89,13995,male,male,971
gender,random_forest,1.0,89,13995,female,female,826
gender,random_forest,1.0,89,13995,female,male,911
gender,random_forest,1.0,89,13995,male,female,766
gender,random_forest,1.0,89,13995,male,male,996
gender,hist_gradient_boosting,1.0,89,13995,female,female,842
gender,hist_gradient_boosting,1.0,89,13995,female,male,895
gender,hist_gradient_boosting,1.0,89,13995,male,female,791
gender,hist_gradient_boosting,1.0,89,13995,male,male,971
gender,xgboost,1.0,89,13995,female,female,870
gender,xgboost,1.0,89,13995,female,male,867
gender,xgboost,1.0,89,13995,male,female,765
gender,xgboost,1.0,89,13995,male,male,997
gender,mlp,1.0,89,13995,female,female,909
gender,mlp,1.0,89,13995,female,male,828
gender,mlp,1.0,89,13995,male,female,784
gender,mlp,1.0,89,13995,male,male,978
age,logistic_regression,0.1,13,1399,30+,30+,152
age,logistic_regression,0.1,13,1399,30+,teens,158
age,logistic_regression,0.1,13,1399,30+,twenties,211
age,logistic_regression,0.1,13,1399,teens,30+,303
age,logistic_regression,0.1,13,1399,teens,teens,653
age,logistic_regression,0.1,13,1399,teens,twenties,553
age,logistic_regression,0.1,13,1399,twenties,30+,337
age,logistic_regression,0.1,13,1399,twenties,teens,557
age,logistic_regression,0.1,13,1399,twenties,twenties,575
age,random_forest,0.1,13,1399,30+,30+,0
age,random_forest,0.1,13,1399,30+,teens,266
age,random_forest,0.1,13,1399,30+,twenties,255
age,random_forest,0.1,13,1399,teens,30+,0
age,random_forest,0.1,13,1399,teens,teens,886
age,random_forest,0.1,13,1399,teens,twenties,623
age,random_forest,0.1,13,1399,twenties,30+,0
age,random_forest,0.1,13,1399,twenties,teens,815
age,random_forest,0.1,13,1399,twenties,twenties,654
age,hist_gradient_boosting,0.1,13,1399,30+,30+,5
age,hist_gradient_boosting,0.1,13,1399,30+,teens,249
age,hist_gradient_boosting,0.1,13,1399,30+,twenties,267
age,hist_gradient_boosting,0.1,13,1399,teens,30+,2
age,hist_gradient_boosting,0.1,13,1399,teens,teens,800
age,hist_gradient_boosting,0.1,13,1399,teens,twenties,707
age,hist_gradient_boosting,0.1,13,1399,twenties,30+,2
age,hist_gradient_boosting,0.1,13,1399,twenties,teens,730
age,hist_gradient_boosting,0.1,13,1399,twenties,twenties,737
age,xgboost,0.1,13,1399,30+,30+,4
age,xgboost,0.1,13,1399,30+,teens,221
age,xgboost,0.1,13,1399,30+,twenties,296
age,xgboost,0.1,13,1399,teens,30+,4
age,xgboost,0.1,13,1399,teens,teens,818
age,xgboost,0.1,13,1399,teens,twenties,687
age,xgboost,0.1,13,1399,twenties,30+,3
age,xgboost,0.1,13,1399,twenties,teens,741
age,xgboost,0.1,13,1399,twenties,twenties,725
age,mlp,0.1,13,1399,30+,30+,42
age,mlp,0.1,13,1399,30+,teens,212
age,mlp,0.1,13,1399,30+,twenties,267
age,mlp,0.1,13,1399,teens,30+,94
age,mlp,0.1,13,1399,teens,teens,759
age,mlp,0.1,13,1399,teens,twenties,656
age,mlp,0.1,13,1399,twenties,30+,99
age,mlp,0.1,13,1399,twenties,teens,668
age,mlp,0.1,13,1399,twenties,twenties,702
age,logistic_regression,0.1,21,1399,30+,30+,147
age,logistic_regression,0.1,21,1399,30+,teens,174
age,logistic_regression,0.1,21,1399,30+,twenties,200
age,logistic_regression,0.1,21,1399,teens,30+,340
age,logistic_regression,0.1,21,1399,teens,teens,595
age,logistic_regression,0.1,21,1399,teens,twenties,574
age,logistic_regression,0.1,21,1399,twenties,30+,383
age,logistic_regression,0.1,21,1399,twenties,teens,515
age,logistic_regression,0.1,21,1399,twenties,twenties,571
age,random_forest,0.1,21,1399,30+,30+,0
age,random_forest,0.1,21,1399,30+,teens,297
age,random_forest,0.1,21,1399,30+,twenties,224
age,random_forest,0.1,21,1399,teens,30+,0
age,random_forest,0.1,21,1399,teens,teens,945
age,random_forest,0.1,21,1399,teens,twenties,564
age,random_forest,0.1,21,1399,twenties,30+,0
age,random_forest,0.1,21,1399,twenties,teens,837
age,random_forest,0.1,21,1399,twenties,twenties,632
age,hist_gradient_boosting,0.1,21,1399,30+,30+,0
age,hist_gradient_boosting,0.1,21,1399,30+,teens,272
age,hist_gradient_boosting,0.1,21,1399,30+,twenties,249
